"index","article_source","media_label","party_label_ideology","party_label_economic","party_label_galtan","final_label_ideology","final_label_economic","final_label_galtan","site_content","social_media_handle","social_media","party","post_content","article_url","article_title","stance","class_ideology","class_economic","class_social","split"
"671","zeit","3.6","2.7","2.7","2.7","3.2","3.2","3.2","Mehr als 4.900 Menschen werden aktuell wegen einer Corona-Infektion auf einer Intensivstation in Deutschland behandelt. Laut Prognosen wird die Zahl schon bald auf mehr als 6.000 Patientinnen und Patienten steigen. Was bedeutet das für Kliniken und ihre Angestellten? Ein Gespräch mit dem Leiter der Intensivstationen der Berliner Charité.","Karl_Lauterbach","X","SPD","(1) Lesenswertes Interview mit Kai-Uwe Eckardt,  Leiter Intensivmedizin @ChariteBerlin.   Kapazitätsgrenze wird von manchen Politikern oft als Ziel des Möglichen gedacht: „da geht noch was an Lockerung“. Die Schicksale der Opfer ersparen sie sich.","https://zeit.de/arbeit/2021-04/kai-uwe-eckardt-corona-intensivstation-patienten-gefahr","Kai-Uwe Eckardt : ""Jeder dritte Covid-Patient auf einer Intensivstation stirbt""","pro","mitte","mitte","mitte","train"
"140","faz","4.5","6.5","5.4","6.6","3.0","3.6","3.0","Deutschland führt bei Steuern : Singles und Doppelverdiener zahlen am meisten Schön auch mal frei zu haben: Paare,  die doppelt verdienen,  zahlen verhältnismäßig hohe Steuern.  Deutschland ist weiterhin das Land,  das Alleinstehende und Doppelverdiener am höchsten mit Steuern und Sozialabgaben belegt. Auch Familien zahlen überraschend viel.","Beatrix_vStorch","X","AfD","Euro,  Atom,  Migration,  Diesel,  Gender belegen den jahr10telangen Abstieg 🇩🇪s unter der Herrschaft der Kartellparteien. Alles zu Lasten der Steuerzahler,  denn einer muss für die Fehler von Schwarz-Rot-Gelb-Grün ja geradestehen. #AfD #Deutschlandabernormal","https://faz.net/aktuell/wirtschaft/arm-und-reich/steuern-deutsche-singles-und-doppelverdiener-zahlen-am-meisten-17318116.html","Steuern: Deutsche Singles und Doppelverdiener zahlen am meisten","contra","mitte","mitte","mitte","train"
"23","spiegel","3.5","2.4","2.6","1.4","4.6","4.4","5.0","Bundesgesundheitsministerin Nina Warken (CDU) hat angesichts der prekären Finanzlage der gesetzlichen Krankenkassen eine vollständige Übernahme der Behandlungskosten von Bürgergeldempfängern durch den Bundeshaushalt gefordert. »Die Behandlungskosten für Bürgergeldempfänger sollten über den Bundeshaushalt nicht nur teilweise, sondern komplett abgedeckt werden«, sagte Warken der »Rheinischen Post« zufolge. Die Behandlungen der Empfänger von Bürgergeld seien seit Jahren vom Staat unterfinanziert, mehr als zehn Milliarden Euro fehlten jedes Jahr, die die Krankenkassen auf Dauer nicht ausgleichen könnten, so Warken. Man brauche eine Kombination aus Haushaltshilfen und entschiedenen Reformen, sodass ein entsprechendes Strukturpaket schon im kommenden Jahr geschnürt werden könne. Die Gesundheitsministerin erhöhte auch den Druck auf Bundesfinanzminister Lars Klingbeil (SPD) wegen der finanziellen Lücke in der Pflegeversicherung und ist nach eigenen Aussagen mit Klingbeil bereits im Gespräch. Die finanzielle Situation in der Pflege spitzt sich weiter zu. Das Jahr 2024 hatte die soziale Pflegeversicherung mit einem Defizit in Höhe von 1,54 Milliarden Euro abgeschlossen. Im ersten Quartal 2025 wurde bereits ein Fehlbetrag von 160 Millionen Euro verzeichnet, trotz der Beitragssatzerhöhung von 0,2 Prozentpunkten zu Jahresbeginn. Warken kündigte an, dass zwei Gesetzentwürfe mit Blick auf die Pflege in Kürze dem Kabinett vorgelegt werden sollen.","linda-heitmann-altona","LinkedIn","Bündnis 90 Die Grünen","Wo Nina Warken zwar kurzfristig Recht hat, aber gleichzeitig der Weitblick fehlt 💰: Meine heutige Pressemitteilung: „Es ist nicht hinnehmbar, dass der Bund derzeit für Bürgergeldempfänger*innen keine angemessenen Beiträge in die GKV einzahlt. Wenn wir öffentliches Geld künftig gezielter in die GKV bringen und damit alle Beitragszahler*innen entlasten wollen, ist das ein Weg, den wir als Grüne auch schon lange fordern! 🌻 Doch das allein wird auf Dauer nicht ausreichen, um die Beiträge zu stabilisieren und unser GKV-System verlässlich als solidarischen Grundpfeiler in unserer Gesellschaft zu erhalten. Wir werden die Gesundheitsministerin an ihren kurzfristigen Versprechungen messen und gleichzeitig auch auf langfristige Konzepte drängen: Es reicht nicht, sich mit leeren Worten zufriedenzugeben – sie muss im Kabinett dafür kämpfen, dass die nötigen Mittel für die Beiträge der Bürgergeldempfänger*innen bereitgestellt werden. 💸 Und sie muss dringend die GKV-Strukturen reformieren, um nachhaltige und zukunftsfähige Lösungen für die Gesundheitsfinanzierung zu schaffen. Die angekündigte Kommission, die erst 2027 Ergebnisse liefern soll, ist noch nicht eingesetzt und die Ergebnisse werden zu spät kommen. Wir können es uns schlichtweg nicht leisten, die halbe Wahlperiode mit bloßem Abwarten zu vergeuden.“ 🚑 https://lnkd.in/dtVyCtj6","https://www.spiegel.de/wirtschaft/nina-warken-sieht-bund-bei-behandlungskosten-von-buergergeldempfaengern-in-der-pflicht-a-eb981cc2-bc7f-47c2-9830-55a07086fda4","Gesundheitsministerin sieht Bund bei Behandlungskosten von Bürgergeldempfängern in der Pflicht","contra","rechts","rechts","rechts","train"
"110","zeit","3.6","2.4","2.6","1.4","3.0","3.1","2.5","Nachdem bekannt geworden ist, dass den Filder-Schnellbuslinien X4 und X7 das Aus droht, erhöht sich der Druck von mehreren Seiten. Die Grünen aus Filderstadt haben eine Petition für den Erhalt der Busse gestartet, mit dem Anliegen bereits Tausende Menschen überzeugt und das Quorum für den Landkreis Esslingen erreicht. Der Filderstädter Oberbürgermeister Christoph Traub hat sich klar positioniert und um Gespräche gebeten, und nun setzt sich auch der Bundestagsabgeordnete Matthias Gastel für den Erhalt der Expresslinien ein. Er sei zuletzt mehrfach mit den Stuttgarter Straßenbahnen (SSB), die die Linien betreiben, in Kontakt gewesen, habe zweimal mit dem Esslinger Landrat gesprochen und auch den Stuttgarter Oberbürgermeister um ein Gespräch gebeten. „Die Deutsche Bahn, die sehr unzuverlässige Bahnverbindungen von Nürtingen und von Filderstadt nach Stuttgart verantworten, versucht er für eine vorübergehende Mitfinanzierung zu gewinnen“, heißt es aus Gastels Büro. Immerhin seien auch Fahrgäste der S 2 und der Regionalzüge von Nürtingen nach Stuttgart betroffen, die notgedrungen auf die Busse auswichen. „Die Menschen brauchen verlässliche Angebote. Solange diese mit den Zügen der DB nicht gewährleistet sind, muss es eine Alternative geben“, teilt der Grünen-Politiker mit. Weit über 4000 Fahrgäste pro Tag in den Bussen und ebenso viele Unterschriften für die Petition seien ein klares Zeichen. Der Hintergrund des Ganzen: Ursprünglich initiiert wurden die X-Busse von der Stadt Stuttgart. Gefördert wurde der Betrieb bis September 2024 zu 75 Prozent vom Land. Seit dem vergangenen Herbst deckt das Land aber nur noch 50 Prozent der Kosten ab, und dieser Zuschuss wird auch nur noch bis Ende September 2027 gewährt. Stuttgart wollte daher erreichen, dass sich der Kreis Esslingen an der Finanzierung der Linien beteiligt. Der Finanzausschuss des Esslinger Kreistags hat das kurz vor der Sommerpause mit Verweis auf die schlechte Kassenlage aber abgelehnt. Stuttgart will daher den Betrieb der Linien X4 und X7 voraussichtlich schon zum 30. September einstellen. Matthias Gastel jedoch nimmt den Kreis in die Pflicht. Das Land finanziere die Hälfte der Gesamtkosten weiterhin freiwillig, Stuttgart sei bereit, ein Viertel zu tragen, und auch aus der Stadt Filderstadt gebe es Signale, auf freiwilliger Basis die Finanzierung zu unterstützen. „Nun muss sich endlich auch der Landkreis Esslingen bewegen“, betonte er.","gastelmatthias","Threads","Bündnis 90 Die Grünen","Für die Fahrgäste sind die Angebote der Schnellbuslinien X 4 & 7 längst etabliert, bewährt und beliebt. Nachdem Land und Stadt Stuttgart Finanzierungsanteile zugesagt haben, liegt der Ball beim Landkreis Esslingen. Dort liegt auch der größte Nutzen. Bus https://www.esslinger-zeitung.de/inhalt.expressbusse-auf-den-fildern-drohendes-bus-aus-druck-wird-erhoeht.abd5e90e-250a-43bc-82c6-380e758db2ee.html","https://www.stuttgarter-zeitung.de/lokales/esslingen/expressbusse-auf-den-fildern-drohendes-bus-aus-druck-wird-erhoeht-79050747.html","Expressbusse auf den Fildern: Drohendes Bus-Aus: Druck wird erhöht","pro","mitte","mitte","linkes","train"
"212","welt","4.8","6.5","5.4","6.6","3.2","3.7","3.1","Die Corona-Lage in Sachsen ist weiter extrem angespannt. Die Intensivstationen arbeiten am Limit. Über die aktuelle Lage an den Kliniken informiert Ministerpräsident Kretschmer zusammen mit Ärztevertretern.Sachsens Ministerpräsident Michael Kretschmer hat nach dem Besuch eines Klinikums harte Corona-Maßnahmen gefordert. Ausgangsbeschränkungen in dem Bundesland seien notwendig,  um die Zahl der Erkrankten zu verringern.Die Eindrücke von vor Ort hätten ihn aufgewühlt,  heißt es nun: Sachsens Ministerpräsident Michael Kretschmer (CDU) hat angesichts der Corona-Lage in seinem Bundesland harte Maßnahmen gefordert. Nach einem Besuch vergangene Woche in einem Klinikum in Görlitz habe er gewusst,  „wir brauchen hier andere,  ganz klare autoritäre Maßnahmen des Staates“,  sagte Kretschmer bei einem Besuch in einem Krankenhaus in Aue am Freitag.Die Ausgangsbeschränkungen in Sachsen seien notwendig. Denn das „gesellschaftliche Leben“ in dem Bundesland müsse zur Ruhe kommen. Nur so sei es zu schaffen,  die Kontaktzahlen zu reduzieren und den Zulauf in die Krankenhäuser zu verringern. „Wir sehen in diesem Krankenhaus wie in einem Brennglas,  warum diese Maßnahmen notwendig sind“,  betonte Kretschmer. Die Intensivstation sei voll. Die neuen Maßnahmen in Sachsen seien „ganz klar erforderlich,  damit Mediziner und Pfleger ihre Arbeit wieder in einer guten Qualität und nicht mehr in einem Zustand absoluter Überforderung nachkommen können“,  sagte Kretschmer. Das Ziel,  die medizinische Versorgung aufrechtzuerhalten,  sei „nicht verhandelbar“.Der Ministerpräsident betonte,  auch in anderen Bundesländern müsse gehandelt werden. „Eine Ausgangsbeschränkung nutzt nichts,  wenn die Geschäfte offen sind,  wenn die Schulen offen sind,  wenn die Kindergärten offen sind.“ Kretschmer forderte außerdem eine „Umkehr der Haltung in großen Teilen der Bevölkerung“. Noch immer erreichten ihn E-Mails mit Forderungen nach Lockerungen der geltenden Corona-Maßnahmen. „Das ist eine völlige Verkennung der Situation,  in der Deutschland zurzeit ist.“ Schließung von Schulen und Kitas geplant Das Kabinett in Sachsen will am Freitag eine neue Corona-Schutzverordnung beschließen. Sie sieht eine Verschärfung des Teil-Lockdowns vor. Schulen,  Kitas und viele Geschäfte sollen demnach bis zum 10. Januar schließen. Auf allen öffentlichen Straßen und Plätzen gilt dann eine Maskenpflicht. Geplant sind erstmals auch nächtliche Ausgangssperren,  die allerdings laut Kretschmer nicht an Weihnachten und Silvester gelten sollen. Auch ein 15-Kilometer-Radius um das eigene Wohnumfeld beim Einkaufen ist im Gespräch,  wie der Ministerpräsident am Freitag nochmals andeutete.Sachsen ist nach wie vor das am stärksten von der Pandemie betroffene Bundesland. Am Donnerstag meldete das Robert-Koch-Institut (RKI) für den Freistaat 310 Neuinfektionen pro 100.000 Einwohner innerhalb von sieben Tagen. Das ist mit Abstand der höchste Wert aller Bundesländer. Landrat wirft Infizierten falsche Angaben vor Frank Vogel (CDU),  Landrat des Erzgebirgskreises,  zeigte sich beim Besuch von Kretschmer erzürnt über falsche Angaben bei Gesundheitsämtern. Verwunderlich sei gewesen,  dass zuletzt die angegebene Zahl der Kontakte zurückgegangen sei. Sein Vorwurf: „Ich sag‘s mal ganz deutlich: Man schwindelt.“ Infizierte gäben beim Gesundheitsamt nicht alle Kontakte an,  um womöglich Verwandte zu schützen. Wenn die Bereitschaft bei den Bürgern fehle,  sich an die Maßnahmen zu halten,  „wird es äußerst schwierig die nächsten Wochen“. Er prophezeite auch einen weiteren Anstieg der Fallzahlen nach den Feiertagen.Lesen Sie auch [Nachrichtenagentur] Artikel Corona-Krise Die Verantwortlichen„Als Mediziner unterstützen wir diesen harten Lockdown“,  sagte Christoph Josten vom Universitätsklinikum Leipzig über die geplanten Maßnahmen. Wenn sich die Infektionszahlen in Sachsen so weiterentwickelten,  müssten die Krankenhäuser in Sachsen Weihnachten die „weiße Fahne“ hissen. Er appellierte daher eindringlich an die Bevölkerung,  sich an die Corona-Regeln zu halten. „Wir können nicht mehr lange durchhalten.“ Patienten müssten verlegt,  ganze Stationen geschlossen werden. Der Infektiologe Thomas Grünewald vom Chemnitzer Klinikum betonte,  dass es sich bei Corona nicht um eine Grippe handele. „Jeder kann sich infizieren,  jeder kann erkranken,  jeder kann an dieser Erkrankung versterben.“ Allein in dem Chemnitzer Haus würden derzeit 1200 Corona-Patienten behandelt. „Wir sehen kein Ende des Anstiegs.“","Beatrix_vStorch","X","AfD","Die Masken fallen. Jetzt redet Sachsens CDU-Kretschmer schon höchstselbst von ""ganz klaren autoritären Maßnahmen des Staates"". Oder mit anderen Worten: #SeuchenRegiment. Wo bleibt der Verfassungsschutz? @BfV_Bund","https://welt.de/politik/article222297304/Kretschmer-fordert-fuer-Corona-Bekaempfung-autoritaere-Massnahmen-des-Staates.html?cid=email.crm.redaktion.newsletter.eilmeldung&wtrid=newsletter.eilmeldung.newsteaser...standardteaser","Kretschmer fordert für Corona-Bekämpfung „autoritäre Maßnahmen“ des Staates","contra","mitte","mitte","mitte","train"
"558","zeit","3.6","1.3","1.3","1.9","5.2","5.2","4.8","Man könnte meinen,  es wäre ein schöner Erfolg,  den die Bundesregierung da jetzt präsentiert. In Deutschland wird schließlich kräftig gebaut,  trotz der Corona-Pandemie. 1, 5 Millionen neue Wohnungen für das Land hatte Bundeskanzlerin Angela Merkel auf dem Wohngipfel vor rund zweieinhalb Jahren versprochen. An diesem Dienstag ist auf einem erneuten Wohngipfel nun Bilanz gezogen worden. Gut,  es sind mit 1, 2 Millionen neuen Wohnungen nicht ganz so viele geworden wie angestrebt,  aber immerhin scheint die Tendenz doch zu stimmen. Oder gibt es vielleicht doch ein Problem,  das viel tiefer liegt?Als Bund,  Länder und Kommunen im September 2018 den Auftakt zu ihrer großen Wohnraumoffensive verkündeten,  waren die Fehlentwicklungen offensichtlich. Die Mietpreise deutschlandweit stiegen seit Jahren rasant,  in den Ballungszentren sogar exorbitant. Analog driftete auch der Markt für Wohneigentum ins Extreme ab,  die Preise schossen auch hier in die Höhe. Beide Entwicklungen,  die im Kern zusammenhängen,  versprach die Bundesregierung entschlossen anzugehen. Zumal die Wohnfrage,  so steht es im Ergebnispapier zum ersten Gipfel,  eine zutiefst soziale Frage sei,  aus der sich große Unzufriedenheit in der Bevölkerung speise.Die gute Nachricht nach diesen zweieinhalb Jahren lautet,  dass in den Städten die Mieten nicht mehr ganz so schnell steigen wie zuvor. Statt der jährlich fast zweistelligen prozentualen Zuwächse in den Ballungsräumen bewegen sich die Steigerungen jetzt eher im Bereich unter fünf Prozent. Das ist schön für Wohnungssuchende,  aber das Niveau in den Städten liegt mit rund 12 bis 18 Euro pro Quadratmeter natürlich immer noch so hoch,  dass sich in den Zentren nur die Sehrgutverdienenden eine neue Wohnung leisten können. Wer mit seinem Einkommen eher weiter unten liegt,  flüchtet an die Stadtränder und darüber hinaus in die Peripherie. Nun ist dort die Nachfrage größer als das Angebot,  folglich legten in genau diesen Lagen die Preise zuletzt am stärksten zu. Das Wohnungsproblem wird schlicht verlagert.Auch die Eigentumsquote sinktEs wird also viel gebaut,  aber lange nicht so viel,  dass dadurch das Angebot an Wohnraum so stark angestiegen wäre,  dass die enormen Mietpreissteigerungen der vergangenen Jahre ausgebremst und sich an die eher normale Einkommensentwicklung annähern würden. Man muss auch weiterhin Anreize für private Investoren setzen,  sodass im hohen Tempo gebaut wird,  trotzdem bleibt die Wohnungspolitik ein Stückwerk,  weil der größere Ansatz fehlt. Ganz zu schweigen davon,  dass die Bundesregierung mit ihrer Initiative zum sozialen Wohnungsbau scheitert. Jedes Jahr fallen mehr Sozialwohnungen aus der Mietpreisbindung,  als neue entstehen. Der Bestand an Wohnungen mit gesetzlich festgelegten Höchstpreisen reduziert sich dadurch kontinuierlich.Diesen Entwicklungen zugrunde liegt ein tieferer und sogar globaler Trend,  den viele politisch Verantwortliche in Deutschland lange nicht wahrhaben wollten und dem sie jetzt geradezu machtlos gegenüberstehen. Boden- und Immobilienwerte verzeichnen international seit Jahren eine geradezu irre Preisinflation,  die sich allmählich auch in Deutschland von den Ballungsgebieten bis in die letzte ländliche Region fortsetzt. Seit 2015 ist der Preis für Bauland deutschlandweit im Durchschnitt laut Statistischem Bundesamt jährlich um rund zehn Prozent,  der für Wohnimmobilien um rund fünf bis sieben Prozent gestiegen. Das sind enorme Zuwächse,  mit denen keine Einkommensentwicklung mithalten kann. Deshalb ist es auch kein Wunder,  dass sich Wohneigentum in Deutschland immer weniger jener Menschen leisten können,  die sich ihr Vermögen aus Arbeit erst mühsam ansparen und aufbauen müssen. Immobilien kaufen können sich vor allem die,  die in ihren Familien bereits über größere Vermögen verfügen. Eine Analyse des Forschungsinstituts Empirica ergab im Dezember des vergangenen Jahres,  dass die Wohneigentumsquote in Deutschland weiter gefallen ist,  von früher mehr als 50 auf jetzt 42 Prozent. In keinem anderen EU-Land leben damit so wenige Menschen in der eigenen Immobilie wie hierzulande. Das ist ein weiteres peinliches Ergebnis der sogenannten Wohnraumoffensive dieser Bundesregierung: Vor zweieinhalb Jahren hatte sie sich unter anderem zum Ziel gesetzt,  Wohneigentum auch für breite Bevölkerungsschichten wieder erschwinglicher zu machen.Warum aber scheitert die Regierung mit allen Zielen,  die sie sich in der Wohnungspolitik gesetzt hat? Pauschal gesagt lässt es sich mit einem Satz erklären: Die Politik hat sich dem Primat der Wirtschaft und des Marktes in der Wohnungsfrage längst unterworfen. Sie schaut mehr oder minder unbeteiligt zu,  wie das Kapital in Deutschland Häuser und Wohnungen verteilt und einpreist. Die Regierenden hingegen trauen sich nicht,  wirklich wirksam in diesen Markt einzugreifen,  der ein so elementares Gut regelt. Das höchste der Gefühle an Regulierung,  das man dem Markt auf Bundesebene zutrauen wollte,  war eine viel zu zögerliche Mietpreisbremse,  die erwiesenermaßen weitgehend ohne Effekt blieb.","SWagenknecht","X","Linke","In Städten sind #Mieten &amp; Bodenpreise explodiert,  alle 12 Minuten verschwindet eine Sozialwohnung vom Markt,  die Wohnungsnot spitzt sich zu. Positiv ist die Bilanz nur für Immobilienspekulanten,  die den Wahlkampf der #CDU mit Millionenspenden unterstützen.","https://zeit.de/wirtschaft/2021-02/wohngipfel-bundesregierung-wohnraumoffensive-wohnungsmarkt-mietendeckel-einfamilienhaeuser","Wohngipfel: Der Markt ist mächtiger als die Politik","contra","rechts","rechts","rechts","train"
"240","spiegel","3.5","2.4","2.6","1.4","4.6","4.4","5.0","Fast wirkt es,  als würde der Christsoziale seine zweite Amtszeit planen. »Wir müssen uns in einer neuen Koalition Gedanken darüber machen,  wie die Deutsche Bahn in die Zukunft geht«,  sagte er unlängst in einem Interview mit der Nachrichtenagentur dpa.Doch wie sieht seine eigene Bahn-Bilanz als Verkehrsminister der GroKo aus? Hat der Bundesminister mit der Tradition gebrochen,  dass in der Bundesrepublik stets mehr für die Straßen als für die Schiene getan wird? Neue Daten finden sich dazu in einer Antwort seines Ministeriums an die Grünenfraktion,  die dem [Nachrichtenagentur] vorliegt.","cem_oezdemir","X","B90Grune","4 weitere Jahre @CSU hieße,  4 weitere Jahre zu wenig Bahn,  zu wenig E-Autos,  zu wenig Rad &amp; zu viele Funklöcher. Mit einem Kreuzchen an geeigneter Stelle können wir morgen (auch außerhalb Bayerns) die @CSU nett aus dem Verkehrsministerium bitten😉. #btw21","https://spiegel.de/auto/andreas-scheuer-beim-verkehrsminister-gilt-strasse-first-a-f84665e4-be1b-49ee-8f32-1ca769ae928f?sara_ecid=soci_upd_KsBF0AFjflf0DZCxpPYDCQgO1dEMph#bild-63cbb9dc-4ad0-492c-b52e-6f312d46e72d","Andreas Scheuers Amtsbilanz: Beim Verkehrsminister gilt Straße first","contra","rechts","rechts","rechts","train"
"478","spiegel","3.5","1.3","1.3","1.9","2.4","2.4","2.7","Es gehe dabei um Schnelltests,  die auf Antigenen basieren. Solche Tests könnten helfen,  die Pandemie auch dann einzudämmen,  wenn sich das Leben wieder in Innenräume verlagere und viele nicht mehr hinreichend lüfteten. ""Ein-Euro-Corona-Schnelltests können den Anstieg der Infektionszahlen bremsen und soziales Leben in der kalten Jahreszeit ermöglichen.""Die Bundesregierung müsse die Zulassung und Produktion solcher Schnelltests vorantreiben,  aber auch wissenschaftlich begleiten. ""Wir brauchen eine Regierungsinitiative"",  sagte die Linkenvorsitzende.","katjakipping","X","Linke","Das Infektionsgeschehen rennt,  da können wir es uns nicht leisten mit der Teststrategie hinterherbummeln. Um die #Corona-Pandemie einzudämmen braucht es u.a. eine Regierungsinititative für günstige Schnelltests - auch wenn die bekannte Schwächen haben.","https://spiegel.de/politik/deutschland/corona-katja-kipping-fordert-ein-euro-schnelltests-a-07fa649d-fc6d-4e39-8f4e-355fdf615711","Corona: Katja Kipping fordert Ein-Euro-Schnelltests","pro","linkes","linkes","linkes","train"
"214","spiegel","3.5","2.4","2.6","1.4","3.0","3.0","2.4","Sie warf der Bundesregierung vor,  bezogen auf Frauen und Familien in der Coronakrise viele Fehler gemacht zu haben. Es habe damit angefangen,  ""dass man im Corona-Kabinett gar nicht auf die Idee gekommen ist,  dass die Familien-,  Senioren- und Frauen-,  Jugendministerin mit am Tisch sitzen muss - für alle Buchstaben,  die im Namen des Ministeriums auftauchen,  tut die Regierung zu wenig"".Ein Gipfel für die Autobranche,  keiner für Kitas und Schulen""Für alle möglichen Lobbygruppen scheint die Tür offenzustehen: für die Bundesliga,  die Fitnessstudios,  die Einkaufszentren"",  sagte sie. ""Für die Autobranche gibt es Gipfel mit der Kanzlerin. Für Kitas und Schulen nicht.""","GoeringEckardt","X","B90Grune","Dass die Familienministerin nicht im Corona-Kabinett sitzt ist und bleibt ein Skandal. Kein Wunder,  dass sich  überlastete Eltern von der BuReg gerade überhaupt nicht gesehen fühlen. Anstelle von Fußballfans müssen wir jetzt endlich Familien entlasten!","https://spiegel.de/politik/deutschland/goering-eckardt-fordert-geschlechtergerechtigkeits-check-bei-corona-massnahmen-a-ab6c81b8-99be-4f3b-9425-f27b9bd090e6","Katrin Göring-Eckardt fordert ""Geschlechtergerechtigkeits-Check"" bei Corona-Maßnahmen","pro","mitte","mitte","linkes","train"
"406","spiegel","3.5","4.3","5.4","2.5","3.9","4.4","3.0","»Steuererleichterungen und Steuersenkungen sind nicht der erste Gedanke,  der mir angesichts dieser Haushaltslage einfällt«,  sagte Laschet. Deutschland werde »nach der Bundestagswahl vor großen Haushaltsproblemen infolge der Pandemie stecken«. Das Land stehe dann vor der »ambitiösen Aufgabe,  so viel wirtschaftliches Wachstum zu ermöglichen,  damit wir wieder zu soliden Staatsfinanzen zurückkommen«.Die FDP hatte bei ihrem Bundesparteitag am Wochenende klargemacht,  dass sie sich nach der Wahl nicht an einer Bundesregierung beteiligen werde,  die die Belastungen für Bürger und Unternehmen vergrößert. Durch eine Verschiebung des Steuertarifs will sie vielmehr für Entlastungen sorgen/semicolon der Spitzensteuersatz soll nach Vorstellung der Liberalen erst bei einem höheren Einkommen als bisher greifen.","c_lindner","X","FDP","Wenn Armin Laschet und die CDU wenigstens wie wir im Höchststeuerland Deutschland neue Belastungen ausschließen würden,  wären wir weiter. Dass nur die @fdp für Entlastungen arbeiten will,  sieht allerdings nun jeder. CL","https://spiegel.de/politik/deutschland/armin-laschet-weist-fdp-forderung-nach-steuersenkung-zurueck-a-46ac6152-b18a-4a0d-9bcd-f08e1fef937e","Armin Laschet weist FDP-Forderung nach Steuersenkung zurück","pro","mitte","rechts","mitte","train"
